/edit/: 2.8.65
/state/: Max Score = 585, Eg Score = 100

Room Table
──────────
/rooms/: 190 of 200 rooms { desc1, desc2, exit, actio, val, flag; }
      :you in the dark.
#02783:The glacier is unmoved by your ridiculous attempt.
#02790:Part of the glacier melts, drowning you under a torrent of water.
#02799:burned out ivory torch
#02802:There is a burned out ivory torch here.
#02807:The basket is raised to the top of the shaft.
#02813:The basket is lowered to the bottom of the shaft.
#02820:The cage is securely fastened to the iron chain.
#02827:You seem unable to affect these spirits.
#02833:How can you attack a spirit with material objects?
#02840:The book is open to page 569.
#02844:As hard as you try, the book cannot be closed.
#02850:A booming voice says, "Wrong, cretin!", and you notice that you
      :have turned into a pile of dust.
#02863:I'm afraid that you have run out of matches.
#02869:One of the matches starts to burn.
#02874:The match is out.
#02877:The tube refuses to accept anything.
#02882:The cyclops yawns and stares at the thing that woke him.
#02890:The cyclops, tired of all your games and trickery, eats you.
      :The cyclops says, "Mmm mmm!  Just like mom used to make 'em."
#02906:The cyclops says, "Mmm mmm!  I love hot peppers!  But oh, could I use
      :a drink.  Perhaps I could drink the blood of that thing."  From the
      :gleam in his eye, it could be surmised that you are 'that thing'.
#02932:The cyclops looks tired and quickly falls fast asleep (what did you
      :put in that drink, anyway?).
#02945:The cyclops is apparently not thirsty at the moment and refuses
      :your generous gesture.
#02956:The cyclops may be hungry, but there is a limit.
#02963:The cyclops is not so stupid as to eat that!
#02969:The cyclops seems somewhat agitated.
#02974:The cyclops appears to be getting more agitated.
#02981:The cyclops is moving about the room, looking for something.
#02989:The cyclops was looking for salt and pepper.  I think he is gathering
      :condiments for his upcoming snack.
#03003:The cyclops is moving toward you in an unfriendly manner.
#03011:You have two choices:  1. Leave  2. Become dinner.
#03018:Your actions don't appear to be doing much harm to the cyclops, but
      :they do not exactly lower your insurance premiums, either.
#03034:The cyclops ignores all injuries to his body with a shrug.
#03042:The cyclops is rather heavy and doesn't take kindly to being grabbed.
#03051:You cannot tie the cyclops, although he is fit to be tied.
#03059:Realizing just in time that you'd be stabbed in the back if you
      :tried to take the chalice, you return to the fray.
#03074:Congratulations!  Unlike the other vandals, who merely stole the
      :artist's masterpieces, you have destroyed one.
#03088:worthless piece of canvas
#03092:There is a worthless piece of canvas here.
#03098:With great effort, you open the window far enough to allow passage.
#03107:The window closes (more easily than it opened).
#03113:The bolt won't turn with your best effort.
#03119:The sluice gates open, and water pours through the dam.
#03126:The sluice gates close, and water starts to collect behind the dam.
#03135:You can't do that!
#03138:The grating is locked.
#03141:The grating opens to reveal trees above you.
#03147:The grating opens.
#03150:The grating is unlocked.
#03154:The door reluctantly opens to reveal a rickety staircase descending
      :into darkness.
#03165:The door swings shut and closes.
#03170:The door is locked from above.
#03174:The door cannot be opened.
#03178:You cannot burn this door.
#03182:The door is invulnerable.
#03186:You cannot damage this door.
#03190:The door is still under warranty.
#03195:The machine comes to life (figuratively) with a dazzling display
      :of colored lights and bizarre noises.  After a few moments, the
      :excitement fades.
#03214:The machine doesn't seem to want to do anything.
#03221:A force keeps you from taking the bodies.
#03227:The voice of the guardian of the dungeon booms out from the darkness,
      :"Your disrespect has cost you your life!" and places your head on a pole.
#03245:The lights within the room shut off.
#03250:The lights within the room come on.
#03255:Click.
#03256:There is a rumbling sound, and a stream of water appears to burst
      :from the east wall of the room (apparently, a leak has occurred
      :in a pipe).
#03274:The blue button appears to be jammed.
#03279:The boat must be on the ground to be inflated.
#03285:The boat inflates and appears seaworthy.
#03291:You don't have enough lung power to inflate it.
#03297:This boat will not inflate since some cretin put a hole in it.
#03305:Well done.  The boat is repaired.
#03310:There is a hissing sound and the boat deflates.
#03316:The boat deflates.
#03319:You can't deflate the boat while you're in it.
#03325:The boat must be on the ground to be deflated.
#03331:Very good.
#03333:The rainbow seems to have become somewhat run of the mill.
#03341:Suddenly, the rainbow appears to become solid and, I venture,
      :walkable (I think the giveaway was the stairs and bannister).
#03357:The structural integrity of the rainbow seems to have declined
      :precipitously, leaving you about 450 feet in the air, supported
      :by water vapor.
#03375:The ballon is fastened to the hook.
#03380:The balloon is not tied to anything.
#03385:The wire falls off the hook.
#03389:The box is imbedded in the wall.
#03394:What do you expect, BOOM?
#03398:The box has no door!
#03401:The box is rusted and will not open.
#03406:The box is not open, chomper!
#03410:The wire starts to burn.
#03414:"Thank you very much," he says.  "I don't believe I've seen a
      :# as beautiful.  Follow me."  A door appears on the west end
      :of the ledge.  Through the door, you can see a narrow chimney
      :sloping downward.  The gnome moves quickly, and he disappears
      :from sight.
#03447:"That wasn't quite what I had in mind", he says, crunching
      :the # in his rock hard hands.
#03459:The gnome appears increasingly nervous.
#03464:Although the implementers are gone, they foresaw that some cretin
      :would tamper with their remains.  Therefore, they took steps to
      :prevent this.
#03482:Unfortunately, we've run out of poles.  Therefore, in punishment for
      :your transgression, we shall deprive you of all your valuables, and
      :of your life.
#03501:Congratulations!  You've managed to break all the bottles.  Fortunately
      :for your feet, they were made of magic glass and disappear immediately.
#03519:As you reach for the sphere, an iron cage falls from the ceiling
      :to entrap you.  To make matters worse, poisonous gas starts coming
      :into the room.
#03538:As the robot reaches for sphere, an iron cage falls from the
      :ceiling.  The robot attempts to fend it off but is trapped below it.
      :Alas, the robot short circuits in his vain attempt to escape and
      :crushes the sphere beneath him as he falls to the floor.
#03570:There is a giant spark, and you are fried to a crisp.
#03577:Nothing seems to happen.
#03581:The whirring increases in intensity slightly.
#03587:The whirring decreases in intensity slightly.
#03593:A dull thump is heard in the distance.
#03598:The flask breaks into pieces.
#03602:Here noxious vapors prevent your entry.
#03607:Just before you pass out, you notice that the vapors from the
      :flask's contents are fatal.
#03619:Suddenly, the room appears to have become very large.
#03626:The only writing visible is a capital E.  The rest is too small to
      :be clearly visible.
#03637:You can't see through that!
#03641:The letters appear larger but are still too small to read.
#03649:The icing, now visible, says "EXPLODE".
#03654:The icing, now visible, says "EVAPORATE".
#03660:The icing, now visible, says "ENLARGE".
#03665:The pool of water evaporates, revealing a tin of rare spices.
#03673:The door to the room seems to be blocked by sticky orange rubble
      :from an explosion.  Probably some careless adventurer was playing
      :with blasting cakes.
#03692:You have been blasted to smithereens (whatever they are).
#03700:The room around you seems to be getting smaller.
#03707:The room seems to have become too small to hold you.  It seems
      :that the walls are not as compressable as your body, which is
      :more or less demolished.
#03726:The robot is injured (being of shoddy construction) and falls to the
      :floor in a pile of garbage, which disintegrates before your eyes.
#03743:How romantic!
#03745:If you must... Poof, you're dead!
#03750:The grue is a sinister, lurking presence in the dark places of the
      :earth.  Its favorite diet is adventurers, but its insatiable
      :appetite is tempered by its fear of light.  No grue has ever been
      :seen by the light of day, and few have survived its fearsome jaws
      :to tell the tale.
#03785:There is no grue here, but I'm sure there is at least one lurking in
      :the darkness nearby.  I wouldn't let my light go out if I were you!
#03803:The bucket rises and comes to a stop.
#03808:The bucket descends and comes to a stop.
#03814:You notice that the # has burned out, and that
      :the cloth bag is starting to deflate.
#03825:I hope you have more light than from a #.
#03831:I didn't realize that adventurers are stupid enough to light a
      :# in a room which reeks of coal gas.  Fortunately,
      :there is still justice in the world.
#03850:Oh, dear.  It appears that the smell coming from this room was coal
      :gas.  I would have thought twice about carrying a # in here.
#03867:There is now a puddle in the middle of the #.
#03873:The water leaks out of the # and evaporates immediately.
#03881:You won't melt it with a #.
#03885:The bolt can't be turned with your #.
#03890:It seems that a # won't do.
#03894:With a #?
#03896:The robot gladly takes the # and nods his headlike
      :appendage in thanks.
#03905:A #?  Surely you jest.
#03908:He who puts his hand to the plow and looks back is not fit for the
      :kingdom of winners.  In any case, 'BACK' doesn't work.
#03924:You'll have to speak up if you expect me to hear you.
#03931:I don't know how to do that.  I win in all cases.
#03938:At your service!
#03941:The Frobozz Company, Ltd., created, owns, and operates this dungeon.
#03950:Well, FOO, BAR, and BLETCH to you too!
#03955:It could very well be too late.
#03959:The dungeon is ALWAYS open (always room for one more).
#03966:Naturally!
#03968:AAAARRRRRRGGGGGGGGHHHHHHHHHH!
#03972:Very good.  Now you can go to the second grade.
#03978:Have you tried hopping around the dungeon, too?
#03984:Are you enjoying yourself?
#03988:Wheeeeee!
#03990:Do you expect me to applaud?
#03994:Such language in a high-class establishment like this!
#04001:You ought to be ashamed of yourself.
#04006:It's not so bad.  You could have been killed already.
#04013:Tough shit, asshole.
#04016:Oh, dear.  Such language from a supposedly winning adventurer!
#04024:That word is henceforth replaced with DUNGEON.
#04030:I think you are taking this thing for granite.
#04036:Brief descriptions.
#04039:Maximum verbosity.
#04042:No long descriptions.
#04045:You can see:  A #.
#04048:Swimming is not allowed in this dungeon.
#04054:I don't really see how.
#04057:I think that swimming is best performed in water.
#04064:Perhaps it is your head that is swimming.
#04070:Wasn't he an Indian?
#04073:I didn't think you would really try to go over the falls in a
      :barrel.  It seems that some 450 feet below, you were met by a number
      :of unfriendly rocks and boulders, causing your immediate demise.
#04098:Wasn't he a sailor?
#04101:The cyclops, hearing the name of his deadly nemesis, flees the room
      :by knocking down the wall on the north side of the room.
#04117:There is a clap of thunder and the east door opens.
#04124:Well what?
#04126:If you pray enough, your prayers may be answered.
#04133:Nothing happens.
#04136:I don't really know how to do that.
#04141:Do you wish to leave the game?
#04145:Underneath the pile of leaves is a grating.
#04151:Underneath the rug is a closed trap door.
#04157:Hello.
#04158:Good day.
#04160:Nice weather we've been having lately.
#04165:Goodbye.
#04167:Here, nothing happens.
#04170:Nothing happens here.
#04173:I think that phrase is getting a bit worn out.
#04179:You seem to be repeating yourself.
